Index,Name,Platform,Year_of_Release,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Critic_Score,Critic_Count,User_Score,User_Count,Developer,Rating
3677,Game of Thrones,X360,2012,Role-Playing,Focus Home Interactive,0.15,0.08,0,0.02,0.25,52,35,5.2,126,"Cyanide, Cyanide Studios",M
3678,Silent Hunter 5: Battle of the Atlantic,PC,2010,Simulation,Ubisoft,0,0.21,0,0.05,0.25,62,26,3.5,104,Ubisoft Romania,T
3679,Amped 2,XB,2003,Sports,Microsoft Game Studios,0.2,0.04,0,0.01,0.25,80,34,7.7,20,Indie Built,E
3680,Final Fantasy Crystal Chronicles: Echoes of Time,Wii,2009,Role-Playing,Square Enix,0.13,0.06,0.05,0.02,0.25,64,29,5.6,11,Square Enix,E10+
3681,NHL 08,PS3,2007,Action,Electronic Arts,0.16,0.06,0,0.03,0.25,86,23,6.9,23,EA Canada,E10+
3682,The Legend of Legacy,3DS,2015,Role-Playing,FuRyu,0.12,0.01,0.1,0.02,0.25,67,31,7.1,54,FuRyu,E10+
3683,Juiced 2: Hot Import Nights,PS3,2007,Racing,THQ,0.18,0.04,0.01,0.03,0.25,71,10,6.4,5,Juice Games,T
3684,LEGO Star Wars III: The Clone Wars,PC,2011,Action,LucasArts,0.1,0.13,0,0.03,0.25,76,14,7.5,44,Traveller's Tales,E10+
3685,The Powerpuff Girls: Chemical X-Traction,PS,2001,Action,BAM! Entertainment,0.14,0.1,0,0.02,0.25,30,6,6.3,4,VIS Entertainment,E
3686,Dead or Alive Xtreme 2,X360,2006,Sports,Tecmo Koei,0.15,0.02,0.06,0.02,0.25,53,46,6.7,42,Team Ninja,M
3687,PlayStation VR Worlds,PS4,2016,Misc,Sony Computer Entertainment,0.06,0.14,0.02,0.04,0.25,59,48,7.1,73,Sony Interactive Entertainment,M
3688,Hunted: The Demon's Forge,PS3,2011,Action,Bethesda Softworks,0.12,0.08,0.02,0.03,0.25,57,34,6.2,70,InXile Entertainment,M
3689,Men of Valor,XB,2004,Shooter,Vivendi Games,0.19,0.05,0,0.01,0.25,73,47,8,8,2015,M
3690,Medal of Honor European Assault,GC,2005,Shooter,Electronic Arts,0.19,0.05,0,0.01,0.25,71,22,7.9,14,EA LA,T
3691,Billy Hatcher and the Giant Egg,GC,2003,Platform,Sega,0.19,0.05,0,0.01,0.25,71,37,8.7,31,Sonic Team,E
3692,NHL 08,X360,2007,Action,Electronic Arts,0.22,0.01,0,0.02,0.25,85,44,8.2,44,EA Canada,E10+
3693,WipEout Fusion,PS2,2002,Racing,Sony Computer Entertainment,0.12,0.1,0,0.03,0.25,83,21,8.5,43,Studio Liverpool,E
3694,Prison Break: The Conspiracy,PS3,2010,Action,Deep Silver,0.05,0.15,0,0.05,0.25,42,33,3.8,20,ZootFly,T
3695,NHL 06,XB,2005,Sports,Electronic Arts,0.19,0.05,0,0.01,0.25,79,35,8.4,18,EA Canada,E10+
3696,Anno 2205,PC,2015,Strategy,Ubisoft,0.02,0.22,0,0.02,0.25,72,45,5.9,278,Blue Byte,E10+
3697,Ultimate Fighting Championship,PS,2000,Fighting,Ubisoft,0.14,0.09,0,0.02,0.25,53,6,7.4,16,Opus,T
3698,XIII,XB,2003,Shooter,Ubisoft,0.16,0.08,0,0.01,0.25,74,38,8.3,15,Southend Interactive,M
3699,Up,PS3,2009,Action,THQ,0.15,0.06,0,0.03,0.25,65,5,6.5,4,Heavy Iron Studios,E10+
3700,Michael Jackson: The Experience,DS,2010,Misc,Ubisoft,0.21,0.02,0,0.02,0.25,64,5,6.6,5,Ubisoft,E10+
3701,MotoGP '07,X360,2007,Racing,THQ,0.23,0,0,0.02,0.25,78,20,7.3,11,"Climax Group, Climax Studios",E
3702,Cars,X360,2006,Racing,THQ,0.22,0.01,0,0.02,0.25,65,16,6.1,8,Rainbow Studios,E
3703,Hatsune Miku: Project Diva F 2nd,PS3,2014,Misc,Sega,0.09,0.03,0.1,0.03,0.25,78,15,8.6,49,Sega,T
3704,Need for Speed Rivals,PC,2013,Racing,Electronic Arts,0.04,0.19,0,0.02,0.25,76,16,3.3,546,Ghost Games,E10+
3705,The Mummy: Tomb of the Dragon Emperor,PS2,2008,Action,Vivendi Games,0.12,0.1,0,0.03,0.25,38,7,6.8,6,Eurocom Entertainment Software,T
3706,Def Jam Vendetta,GC,2003,Fighting,Electronic Arts,0.19,0.05,0,0.01,0.25,81,22,8.5,8,Aki Corp.,T
3707,The Sims 2,XB,2005,Simulation,Electronic Arts,0.19,0.05,0,0.01,0.25,75,31,7.1,8,Maxis,T
3708,Spider-Man: Web of Shadows,Wii,2008,Action,Activision,0.22,0.01,0,0.02,0.25,63,20,6.9,13,"Treyarch, Shaba Games",T
3709,The Bureau: XCOM Declassified,PS3,2013,Shooter,Take-Two Interactive,0.08,0.13,0,0.04,0.25,69,22,6.7,79,2K Marin,M
3710,World Series Baseball 2K3,PS2,2003,Sports,Sega,0.12,0.1,0,0.03,0.25,87,21,8.7,19,Blue Shift,E
3711,Tony Hawk's Proving Ground,Wii,2007,Sports,Activision,0.22,0.01,0,0.02,0.25,57,8,6.2,19,Page 44 Studios,T
3712,Indiana Jones and the Staff of Kings,PSP,2009,Action,Activision,0.11,0.09,0,0.05,0.25,63,10,7.8,17,Amaze,T
3713,The Outfit,X360,2006,Action,THQ,0.21,0.02,0,0.02,0.25,70,52,7.5,48,Relic,M
3714,Don King Presents: Prizefighter,X360,2008,Sports,Take-Two Interactive,0.14,0.08,0,0.02,0.25,56,45,6.4,29,Venom Games,T
3715,Devil Kings,PS2,2005,Action,Capcom,0.03,0.03,0.18,0.01,0.25,64,27,7.4,12,Capcom,T
3716,Bolt,X360,2008,Adventure,Disney Interactive Studios,0.18,0.05,0,0.02,0.25,57,18,7.1,7,Avalanche Software,E10+
3717,Spider-Man: Edge of Time,X360,2011,Action,Activision,0.18,0.05,0,0.02,0.25,57,50,6.8,33,Beenox,T
3718,L.A. Noire: The Complete Edition,PC,2011,Adventure,Take-Two Interactive,0.08,0.13,0,0.03,0.25,83,28,7.9,903,Rockstar Leeds,M
3719,Dynasty Warriors 6,PS2,2008,Action,Tecmo Koei,0.12,0.09,0,0.03,0.25,43,7,5.4,14,"Koei, Omega Force",T
3720,America's Army: Rise of a Soldier,XB,2005,Shooter,Ubisoft,0.19,0.05,0,0.01,0.25,70,19,7.4,21,Secret Level,T
3721,Grandia,PS,1999,Role-Playing,Ubisoft,0.14,0.09,0,0.02,0.25,89,14,6.6,77,Game Arts,E
3722,Pirates of the Caribbean: The Legend of Jack Sparrow,PS2,2006,Adventure,Ubisoft,0.12,0.09,0,0.03,0.25,51,32,7.5,13,7 Studios,T
3723,"Ed, Edd n Eddy: The Mis-Edventures",GC,2005,Platform,Midway Games,0.19,0.05,0,0.01,0.25,55,4,7.9,10,Artificial Mind and Movement,E
3724,Armored Core 4,X360,2007,Simulation,505 Games,0.19,0.01,0.03,0.02,0.25,65,31,7.2,31,From Software,T
3725,SBK Superbike World Championship,PS3,2008,Racing,Black Bean Games,0.12,0.11,0,0.02,0.25,59,7,6.1,8,Milestone S.r.l,E10+
3726,Indiana Jones and the Staff of Kings,DS,2009,Action,Activision,0.16,0.07,0,0.02,0.25,50,5,6.8,11,LucasArts,T
3727,X-Men Origins: Wolverine,Wii,2009,Action,Activision,0.19,0.04,0,0.02,0.25,53,8,6.1,10,Amaze Entertainment,T
3728,Disgaea 2: Dark Hero Days,PSP,2009,Role-Playing,Nippon Ichi Software,0.1,0.01,0.12,0.02,0.25,83,33,7.1,47,Nippon Ichi Software,T
3729,Major League Baseball 2K7,PS3,2007,Sports,Spike,0.23,0,0,0.02,0.25,74,19,4.7,7,Kush Games,E
3730,Final Fantasy XI: Chains of Promathia,PS2,2004,Role-Playing,Square Enix,0.12,0.09,0,0.03,0.25,77,13,8,10,Square Enix,T
3731,The Chronicles of Riddick: Assault on Dark Athena,PS3,2009,Shooter,Vivendi Games,0.12,0.09,0,0.04,0.25,80,45,7.7,40,Starbreeze,M
3732,X-Men Legends II: Rise of Apocalypse,GC,2005,Role-Playing,Activision,0.19,0.05,0,0.01,0.25,82,34,6.2,26,Raven Software,T
3733,TV Superstars,PS3,2010,Misc,Sony Computer Entertainment,0.07,0.12,0,0.05,0.25,56,17,4.9,8,SCE Studio Cambridge,E
3734,Family Guy: Back to the Multiverse,X360,2012,Action,Activision,0.14,0.09,0,0.02,0.25,39,28,5,51,Heavy Iron Studios,M
3735,Ninja Gaiden 3,X360,2012,Action,Tecmo Koei,0.16,0.05,0.03,0.02,0.25,58,39,4.4,136,Team Ninja,M
3736,Sid Meier's Civilization VI,PC,2016,Strategy,Take-Two Interactive,0.09,0.13,0,0.02,0.25,88,81,7.3,684,Firaxis Games,E10+
3737,Sword Art Online: Lost Song,PS4,2015,Role-Playing,Namco Bandai Games,0.1,0.11,0,0.04,0.25,63,32,6.3,60,"Bandai Namco Games, Artdink",T
3738,NBA Courtside 2002,GC,2002,Sports,Nintendo,0.19,0.05,0,0.01,0.25,71,18,7.4,7,Left Field Productions,E
3739,F1 2015,XOne,2015,Racing,Codemasters,0.08,0.15,0,0.02,0.25,64,13,5.3,22,Codemasters,E
3740,Sly Cooper: Thieves in Time,PSV,2013,Platform,Sony Computer Entertainment Europe,0.13,0.06,0,0.06,0.25,75,15,8.2,148,Sanzaru Games,E10+
3741,Digimon World: Data Squad,PS2,2006,Role-Playing,Namco Bandai Games,0.12,0.09,0,0.03,0.24,43,12,8,20,Bec,E10+
3742,Hitman: Absolution,PC,2012,Action,Square Enix,0.03,0.17,0,0.04,0.24,79,26,7,1327,"Io Interactive, Nixxes Software",M
3743,Stella Glow,3DS,2015,Role-Playing,Atlus,0.16,0.01,0.05,0.02,0.24,79,32,8.7,82,"Image Epoch, Imageepoch",T
3744,Racquet Sports,Wii,2010,Sports,Ubisoft,0.13,0.09,0,0.02,0.24,51,8,8.6,15,Asobo Studio,E
3745,Trials Fusion,XOne,2014,Racing,Ubisoft,0.12,0.1,0,0.02,0.24,80,28,7.1,158,RedLynx,E10+
3746,Far Cry Instincts Predator,X360,2006,Shooter,Ubisoft,0.2,0.03,0,0.02,0.24,78,46,6.2,80,Ubisoft Montreal,M
3747,Onechanbara Z2: Chaos,PS4,2014,Action,Nippon Ichi Software,0.14,0.03,0.04,0.04,0.24,57,40,6.5,72,"Tamsoft, D3Publisher",M
3748,Skylanders SWAP Force,3DS,2013,Platform,Activision,0.1,0.12,0,0.02,0.24,68,12,6.4,13,n-Space,E10+
3749,Army Men: Sarge's Heroes 2,PS,2000,Shooter,3DO,0.14,0.09,0,0.02,0.24,48,8,7.3,7,3DO,T
3750,MLB,PSP,2005,Sports,Sony Computer Entertainment,0.23,0,0,0.02,0.24,80,26,7.9,18,989 Sports,E
3751,Skylanders: SuperChargers,XOne,2015,Action,Activision,0.17,0.05,0,0.02,0.24,76,15,5.5,17,Vicarious Visions,E10+
3752,Ys: Memories of Celceta,PSV,2012,Action,Nihon Falcom Corporation,0.1,0.01,0.1,0.04,0.24,82,56,8.8,237,Falcom,T
3753,Britney's Dance Beat,PS2,2002,Misc,THQ,0.12,0.09,0,0.03,0.24,63,20,4.8,20,Metro Graphics,E
3754,Vexx,PS2,2003,Platform,Acclaim Entertainment,0.12,0.09,0,0.03,0.24,63,20,7.6,11,Acclaim Studios Austin,T
3755,Samurai Warriors 4,PS4,2014,Action,Tecmo Koei,0.08,0.07,0.06,0.03,0.24,76,31,8.1,74,Omega Force,T
3756,Ace Combat: Assault Horizon Legacy,3DS,2011,Simulation,Namco Bandai Games,0.1,0.06,0.08,0.01,0.24,71,37,7.8,26,Project Aces,T
3757,TimeSplitters: Future Perfect,PS2,2005,Shooter,Electronic Arts,0.12,0.09,0,0.03,0.24,84,39,9.1,117,Free Radical Design,M
3758,Dynasty Warriors Next,PSV,2011,Action,Tecmo Koei,0.05,0.06,0.11,0.02,0.24,67,35,7.5,73,Koei,T
3759,Harvest Moon: Magical Melody,GC,2005,Simulation,Ubisoft,0.19,0.05,0,0.01,0.24,83,14,8.9,44,Marvelous,E
3760,Genma Onimusha,XB,2002,Action,Capcom,0.14,0.04,0.05,0.01,0.24,83,27,8.6,10,Capcom,M
3761,DK: King of Swing,GBA,2005,Platform,Nintendo,0.17,0.06,0,0,0.24,70,30,5,6,Paon Corporation,E
3762,Turning Point: Fall of Liberty,PS3,2008,Shooter,Codemasters,0.21,0.01,0,0.02,0.24,42,28,5.5,33,Spark Unlimited,T
3763,Homefront,PC,2011,Shooter,THQ,0.11,0.1,0,0.03,0.24,70,36,5.5,531,Digital Extremes,M
3764,Corvette,XB,2003,Racing,TDK Mediactive,0.18,0.05,0,0.01,0.24,53,4,8.6,12,Steel Monkeys,E
3765,Percy Jackson and the Olympians: The Lightning Thief,DS,2010,Role-Playing,Activision,0.22,0.01,0,0.02,0.24,56,6,6.9,12,Griptonite Games,E10+
3766,Fuel,PS3,2009,Racing,Codemasters,0.08,0.11,0,0.04,0.24,67,44,7.4,36,Asobo Studio,E
3767,NBA Live 10,PSP,2009,Sports,Electronic Arts,0.21,0,0.01,0.02,0.24,64,4,4.2,10,EA Canada,E
3768,Burnout 2: Point of Impact,XB,2003,Racing,Acclaim Entertainment,0.18,0.05,0,0.01,0.24,88,23,5.1,23,Criterion Games,E
3769,Super Monkey Ball Deluxe,PS2,2005,Misc,Sega,0.12,0.09,0,0.03,0.24,78,25,7.7,13,Sega,E
3770,Kill.Switch,XB,2003,Shooter,Namco Bandai Games,0.18,0.05,0,0.01,0.24,75,26,8,7,Namco,T
3771,Lunar: Silver Star Harmony,PSP,2009,Role-Playing,GungHo,0.19,0,0.03,0.02,0.24,80,26,7.7,47,Game Arts,T
3772,Peter Jackson's King Kong: The Official Game of the Movie,GC,2005,Action,Ubisoft,0.19,0.05,0,0.01,0.24,81,30,8.3,8,Ubisoft Montpellier,T
3773,Dancing With The Stars,Wii,2007,Misc,Activision,0.22,0,0,0.02,0.24,42,5,6.2,5,Zoe Mode,E10+
3774,The Simpsons: Road Rage,GC,2001,Racing,Electronic Arts,0.19,0.05,0,0.01,0.24,67,16,7.7,12,Radical Entertainment,T
3775,Dynasty Warriors 7,X360,2011,Action,Tecmo Koei,0.16,0.06,0,0.02,0.24,58,22,8,46,Omega Force,T
3776,Total War: Attila,PC,2015,Strategy,Sega,0.09,0.13,0,0.02,0.24,80,66,7.3,520,Creative Assembly,T
3777,Azurik: Rise of Perathia,XB,2001,Action,Microsoft Game Studios,0.18,0.05,0,0.01,0.24,52,26,8.5,14,Adrenium,T
3778,Dragon Ball Z: Sagas,XB,2005,Fighting,Atari,0.18,0.05,0,0.01,0.24,51,11,6.1,8,Avalanche Software,T
3779,AC/DC LIVE: Rock Band Track Pack,PS3,2008,Misc,MTV Games,0.21,0.01,0,0.02,0.24,60,12,5.3,14,Harmonix Music Systems,T
3780,Crash Tag Team Racing,PSP,2005,Racing,Vivendi Games,0.16,0.05,0,0.03,0.24,68,9,7.1,25,Radical Entertainment,E10+
3781,Asura's Wrath,X360,2012,Action,Capcom,0.15,0.06,0.01,0.02,0.24,71,54,6.5,131,CyberConnect2,T
3782,Harvest Moon: Another Wonderful Life,GC,2004,Role-Playing,Marvelous Interactive,0.19,0.05,0,0.01,0.24,70,12,9.2,60,Marvelous,E
3783,Final Fantasy Fables: Chocobo Tales,DS,2006,Adventure,Ubisoft,0.1,0.01,0.12,0.01,0.24,75,42,7.4,28,h.a.n.d. Inc.,E
3784,NCAA College Basketball 2K3,PS2,2002,Sports,Sega,0.12,0.09,0,0.03,0.24,83,17,8,6,Kush Games,E
3785,NHL 17,XOne,2016,Sports,Electronic Arts,0.2,0.01,0,0.03,0.24,77,23,4,38,"EA Canada, EA Vancouver",E10+
3786,Bakugan: Battle Brawlers,X360,2009,Action,Activision,0.2,0.02,0,0.02,0.24,60,16,5.2,9,Now Production,E
3787,Fantastic 4,GC,2005,Action,Activision,0.19,0.05,0,0.01,0.24,61,32,4,6,7 Studios,T
3788,Tony Hawk's American Sk8land,GBA,2005,Sports,Activision,0.17,0.06,0,0,0.24,64,7,5.4,5,Vicarious Visions,E
3789,Metro 2033,PC,2010,Shooter,THQ,0,0.19,0,0.05,0.24,81,40,8.1,1472,4A Games,M
3790,Valhalla Knights,PSP,2006,Role-Playing,Rising Star Games,0.15,0,0.07,0.01,0.24,53,29,6.3,15,K2 LLC,E10+
3791,The Adventures of Tintin: The Game,X360,2011,Action,Ubisoft,0.07,0.13,0,0.03,0.24,63,35,6.1,12,Ubisoft Montpellier,E10+
3792,Etrian Mystery Dungeon,3DS,2015,Role-Playing,Nippon Ichi Software,0.09,0.01,0.13,0.01,0.24,77,44,7.9,49,Spike Chunsoft,E10+
3793,Zumba Fitness: World Party,XOne,2013,Misc,Majesco Entertainment,0.17,0.05,0,0.02,0.24,73,5,6.2,40,Zoe Mode,E
3794,Luminous Arc,DS,2007,Role-Playing,Rising Star Games,0.16,0,0.06,0.01,0.24,70,25,7,24,"Image Epoch, Imageepoch",T
3795,4x4 EVO 2,XB,2001,Racing,Gathering of Developers,0.18,0.05,0,0.01,0.24,59,15,6.2,5,Terminal Reality,E
3796,Grand Theft Auto,GBA,2004,Action,Take-Two Interactive,0.17,0.06,0,0,0.24,68,33,7.1,23,Digital Eclipse,M
3797,Avalon Code,DS,2008,Role-Playing,Rising Star Games,0.11,0,0.12,0.01,0.24,71,29,7.4,13,"Matrix Software, Marvelous Entertainment",E10+
3798,Dreamcast Collection,X360,2011,Misc,Sega,0.16,0.06,0,0.02,0.24,53,31,5.2,10,Sega,T
3799,Resident Evil Archives: Resident Evil Zero,Wii,2008,Action,Capcom,0.13,0.03,0.06,0.01,0.24,62,17,8.2,37,Capcom,M
3800,Rocket League,XOne,2016,Sports,505 Games,0.05,0.17,0,0.02,0.24,87,22,8.3,194,Psyonix,E
3801,My Street,PS2,2003,Misc,Sony Computer Entertainment,0.12,0.09,0,0.03,0.24,46,21,3.9,14,Idol Minds,E
3802,Spider-Man: Shattered Dimensions,Wii,2010,Action,Activision,0.12,0.09,0,0.02,0.24,75,13,7.7,15,Beenox,T
3803,Ghost Rider,PSP,2007,Action,Take-Two Interactive,0.22,0,0,0.02,0.24,49,17,5.7,13,Climax Group,T
3804,Shadow Hearts: Covenant,PS2,2004,Role-Playing,Midway Games,0.12,0.09,0,0.03,0.24,85,49,9.1,54,Nautilus,T
3805,X-Men: Destiny,PS3,2011,Action,Activision,0.14,0.07,0,0.03,0.24,50,33,4.8,37,Silicon Knights,T
3806,Driver '76,PSP,2007,Racing,Ubisoft,0.03,0.14,0,0.07,0.24,57,28,7.9,18,Sumo Digital,M
3807,Harry Potter and the Order of the Phoenix,PS3,2007,Action,Electronic Arts,0.18,0.03,0,0.03,0.24,67,35,6.6,25,EA Games,E10+
3808,Midway Arcade Treasures: Extended Play,PSP,2005,Misc,Midway Games,0.21,0,0,0.02,0.24,63,24,7.8,8,Digital Eclipse,M
3809,Dynasty Warriors 6 Empires,X360,2009,Action,Tecmo Koei,0.16,0.01,0.04,0.02,0.24,59,24,7.3,28,Omega Force,T
3810,The Testament of Sherlock Holmes,PS3,2012,Adventure,Focus Home Interactive,0.05,0.14,0,0.04,0.24,65,16,7.4,34,Frogwares,M
3811,FIFA World Cup Germany 2006,XB,2006,Sports,Electronic Arts,0.18,0.05,0,0.01,0.24,77,22,8.4,9,EA Canada,E
3812,NBA Live 14,PS4,2013,Sports,Electronic Arts,0.15,0.05,0,0.04,0.24,43,25,2.7,175,EA Sports,E
3813,G.I. Joe: The Rise of Cobra,X360,2009,Action,Electronic Arts,0.17,0.05,0,0.02,0.24,42,59,4.7,22,Double Helix Games,T
3814,Game of Thrones,PS3,2012,Role-Playing,Focus Home Interactive,0.1,0.1,0,0.03,0.24,53,14,5.5,81,"Cyanide, Cyanide Studios",M
3815,LEGO Marvel's Avengers,WiiU,2016,Action,Warner Bros. Interactive Entertainment,0.12,0.1,0,0.02,0.24,69,4,6.8,15,TT Games,E10+
3816,PDC World Championship Darts 2008,Wii,2008,Sports,Oxygen Interactive,0.02,0.21,0,0.01,0.24,51,18,5.4,7,Oxygen Interactive,E10+
3817,X-Men: Destiny,X360,2011,Action,Activision,0.18,0.04,0,0.02,0.24,47,51,5,72,Silicon Knights,T
3818,Pro Evolution Soccer 2014,X360,2013,Action,Konami Digital Entertainment,0.07,0.15,0,0.02,0.24,80,23,4.3,113,Konami,E
3819,Pure Futbol,PS3,2010,Sports,Ubisoft,0.06,0.13,0,0.04,0.24,46,12,7.5,30,Ubisoft Vancouver,E
3820,Afro Samurai,X360,2009,Action,Atari,0.16,0.05,0,0.02,0.24,65,70,6.2,57,"Namco Bandai Games America, Namco Bandai Games",M
3821,Ar tonelico Qoga: Knell of Ar Ciel,PS3,2010,Role-Playing,Tecmo Koei,0.08,0.01,0.13,0.01,0.24,61,27,5.4,101,Gust,M
3822,NASCAR 08,PS2,2007,Racing,Electronic Arts,0.12,0.09,0,0.03,0.24,56,9,8.2,9,EA Tiburon,E
3823,Broken Sword: Shadow of the Templars - The Director's Cut,Wii,2009,Adventure,Ubisoft,0.11,0.1,0,0.02,0.24,74,29,8.1,14,Revolution Software,T
3824,Divinity II: Ego Draconis,X360,2009,Role-Playing,DTP Entertainment,0.18,0.04,0,0.02,0.24,62,37,6.4,36,Larian Studios,M
3825,Birds of Steel,PS3,2012,Simulation,Konami Digital Entertainment,0.1,0.08,0.02,0.03,0.23,73,27,8.4,18,Gaijin Entertainment,T
3826,DC Universe Online,PC,2011,Role-Playing,Sony Online Entertainment,0.16,0.06,0,0.02,0.23,72,27,6.8,243,WBIE,T
3827,Bakugan: Battle Brawlers,PS3,2009,Action,Activision,0.19,0.03,0,0.02,0.23,63,10,8.2,5,Now Production,E
3828,Naruto: Path of the Ninja 2,DS,2006,Role-Playing,Takara Tomy,0.22,0,0,0.02,0.23,62,18,7.5,6,TOSE,E10+
3829,Karaoke Revolution Volume 2,PS2,2004,Misc,Konami Digital Entertainment,0.11,0.09,0,0.03,0.23,76,26,7,4,Harmonix Music Systems,E
3830,Prince of Persia: The Forgotten Sands,Wii,2010,Action,Ubisoft,0.1,0.11,0,0.02,0.23,77,24,8.1,31,Ubisoft Quebec,T
3831,Disney's A Christmas Carol,DS,2009,Adventure,Disney Interactive Studios,0.21,0.01,0,0.02,0.23,66,7,6.5,4,Sumo Digital,E
3832,NBA Live 15,PS4,2014,Sports,Electronic Arts,0.16,0.04,0,0.04,0.23,59,24,5.6,86,EA Sports,E
3833,NASCAR Thunder 2004,XB,2003,Racing,Electronic Arts,0.18,0.05,0,0.01,0.23,85,14,9.1,15,EA Games,E
3834,Buffy the Vampire Slayer,XB,2002,Action,Electronic Arts,0.18,0.05,0,0.01,0.23,79,30,9.1,31,Double Helix Games,T
3835,Harry Potter and the Goblet of Fire,XB,2005,Action,Electronic Arts,0.18,0.05,0,0.01,0.23,68,26,5.8,10,Electronic Arts,E10+
3836,Sands of Destruction,DS,2008,Role-Playing,Sega,0.09,0,0.13,0.01,0.23,63,20,7.9,18,"Image Epoch, Imageepoch",T
3837,Harry Potter and the Goblet of Fire,DS,2005,Action,Electronic Arts,0.2,0.01,0,0.02,0.23,68,15,6,6,Magic Pockets,E
3838,Viva Pinata: Party Animals,X360,2007,Misc,Microsoft Game Studios,0.19,0.02,0,0.02,0.23,56,42,6.2,18,Krome Studios,E
3839,World Series Baseball,XB,2002,Sports,Sega,0.17,0.05,0,0.01,0.23,85,20,8.8,6,Blueshift,E
3840,Test Drive: Eve of Destruction,PS2,2004,Racing,Atari,0.11,0.09,0,0.03,0.23,73,34,9.1,23,Monster Games Inc.,T
3841,Dynasty Warriors: Gundam Reborn,PS3,2013,Action,Tecmo Koei,0,0,0.23,0,0.23,64,35,7.5,25,Omega Force,T
3842,Hatsune Miku: Project Diva f,PSV,2012,Misc,Sega,0,0,0.23,0,0.23,81,10,8,90,Sega,T
3843,The Legend of Heroes: Trails of Cold Steel,PSV,2013,Role-Playing,Nippon Ichi Software,0.05,0.02,0.14,0.02,0.23,77,20,7.5,132,Falcom,T
3844,Jeremy McGrath Supercross World,PS2,2001,Racing,Acclaim Entertainment,0.11,0.09,0,0.03,0.23,35,9,3.4,16,Acclaim,T
3845,The Scorpion King: Rise of the Akkadian,PS2,2002,Action,Universal Interactive,0.11,0.09,0,0.03,0.23,47,12,7.2,6,VU Games,T
3846,The Club,PS3,2008,Shooter,Sega,0.14,0.07,0,0.03,0.23,72,42,6.5,15,Bizarre Creations,M
3847,Meteos,DS,2005,Puzzle,Nintendo,0.15,0.01,0.06,0.01,0.23,88,49,7.5,164,Q Entertainment,E
3848,Star Wars Jedi Knight II: Jedi Outcast,GC,2002,Shooter,Activision,0.18,0.05,0,0.01,0.23,75,17,7.8,19,Vicarious Visions,T
3849,Tom Clancy's Splinter Cell,GC,2003,Action,Ubisoft,0.18,0.05,0,0.01,0.23,89,19,8.7,25,Ubisoft Shanghai,T
3850,Virtua Tennis 4,X360,2011,Sports,Sega,0.11,0.09,0.01,0.02,0.23,70,37,6.2,12,Sega,E
3851,ESPN NHL Hockey,PS2,2003,Sports,Sega,0.11,0.09,0,0.03,0.23,90,19,7,22,Kush Games,E
3852,DiRT Showdown,X360,2012,Racing,Codemasters,0.08,0.13,0,0.02,0.23,75,53,6.4,53,Codemasters,E10+
3853,The Incredible Hulk: Ultimate Destruction,XB,2005,Action,Vivendi Games,0.17,0.05,0,0.01,0.23,84,47,8,22,Radical Entertainment,T
3854,Gundam Battle Assault,PS,1998,Fighting,Namco Bandai Games,0.13,0.09,0,0.02,0.23,61,4,7.8,4,Natsume,T
3855,XCOM 2,PC,2016,Strategy,Take-Two Interactive,0.09,0.12,0,0.02,0.23,88,104,7.1,1221,Firaxis Games,T
3856,Cross Edge,PS3,2008,Role-Playing,Nippon Ichi Software,0.14,0.02,0.05,0.02,0.23,52,32,7.2,82,Compile Heart,T
3857,The Lord of the Rings: Aragorn's Quest,Wii,2010,Action,Warner Bros. Interactive Entertainment,0.17,0.05,0,0.02,0.23,58,21,7.8,5,Headstrong Games,T
3858,Looney Tunes: Acme Arsenal,Wii,2007,Action,Warner Bros. Interactive Entertainment,0.21,0.01,0,0.02,0.23,27,7,5.1,14,Red Tribe,E10+
3859,Madagascar: Escape 2 Africa,PS3,2008,Action,Activision,0.12,0.08,0,0.03,0.23,58,13,6.8,4,Toys for Bob,E10+
3860,NBA 2K6,X360,2005,Action,Take-Two Interactive,0.21,0.01,0,0.02,0.23,81,33,8.6,31,Visual Concepts,E
3861,NASCAR 08,PS3,2007,Racing,Electronic Arts,0.15,0.05,0,0.03,0.23,57,21,5,14,EA Tiburon,E
3862,Mafia,XB,2004,Action,Take-Two Interactive,0.17,0.05,0,0.01,0.23,66,33,7.7,22,Illusion Softworks,M
3863,Grand Slam Tennis 2,PS3,2012,Sports,Electronic Arts,0.09,0.1,0,0.04,0.23,73,36,5.2,17,EA Sports,E
3864,Dynasty Warriors: Strikeforce,X360,2009,Action,Tecmo Koei,0.13,0.06,0.02,0.02,0.23,59,18,5.7,12,Omega Force,T
3865,Airblade,PS2,2001,Sports,Sony Computer Entertainment,0.11,0.09,0,0.03,0.23,70,18,5.8,12,Criterion Games,T
3866,Epic Mickey 2: The Power of Two,WiiU,2012,Action,Disney Interactive Studios,0.13,0.07,0.01,0.02,0.23,57,14,5.6,46,Junction Point,E
3867,Carnival Island,PS3,2011,Misc,Sony Computer Entertainment,0.13,0.06,0,0.04,0.23,66,25,5.2,5,Magic Pixel Games,E
3868,Tom Clancy's Rainbow Six: Siege,PC,2015,Shooter,Ubisoft,0.13,0.08,0,0.02,0.23,79,37,6.9,734,Ubisoft Montreal,M
